Name	InDbName	InDbType	AltURI	thing:locatedIn
WEST	West	Region	thing:Place	
EAST	East	Region	thing:Place	
SOUTH	South	Region	thing:Place	
AF020-Bn-Y1-PA	AF020-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF020
AF020-Bn-Y1-PB	AF020-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF020
AF020-Bn-Y1-PC	AF020-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF020
AF020-Bn-Y1-PD	AF020-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF020
AF020-Bn-Y1-P1	AF020-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF020
AF020-Bn-Y1-P2	AF020-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF020
AF020-Bn-Y1-P3	AF020-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF020
AF020-Bn-Y1-P4	AF020-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF020
AF021-Bn-Y1-PA	AF021-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF021
AF021-Bn-Y1-PB	AF021-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF021
AF021-Bn-Y1-PC	AF021-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF021
AF021-Bn-Y1-PD	AF021-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF021
AF021-Bn-Y1-P1	AF021-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF021
AF021-Bn-Y1-P2	AF021-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF021
AF021-Bn-Y1-P3	AF021-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF021
AF021-Bn-Y1-P4	AF021-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF021
AF022-Bn-Y1-PA	AF022-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF022
AF022-Bn-Y1-PB	AF022-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF022
AF022-Bn-Y1-PC	AF022-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF022
AF022-Bn-Y1-PD	AF022-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF022
AF022-Bn-Y1-P1	AF022-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF022
AF022-Bn-Y1-P2	AF022-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF022
AF022-Bn-Y1-P3	AF022-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF022
AF022-Bn-Y1-P4	AF022-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF022
AF023-Bn-Y1-PA	AF023-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF023
AF023-Bn-Y1-PB	AF023-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF023
AF023-Bn-Y1-PC	AF023-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF023
AF023-Bn-Y1-PD	AF023-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF023
AF023-Bn-Y1-P1	AF023-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF023
AF023-Bn-Y1-P2	AF023-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF023
AF023-Bn-Y1-P3	AF023-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF023
AF023-Bn-Y1-P4	AF023-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF023
AF024-Bn-Y1-PA	AF024-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF024
AF024-Bn-Y1-PB	AF024-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF024
AF024-Bn-Y1-PC	AF024-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF024
AF024-Bn-Y1-PD	AF024-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF024
AF024-Bn-Y1-P1	AF024-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF024
AF024-Bn-Y1-P2	AF024-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF024
AF024-Bn-Y1-P3	AF024-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF024
AF024-Bn-Y1-P4	AF024-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF024
AF025-Bn-Y1-PA	AF025-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF025
AF025-Bn-Y1-PB	AF025-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF025
AF025-Bn-Y1-PC	AF025-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF025
AF025-Bn-Y1-PD	AF025-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF025
AF025-Bn-Y1-P1	AF025-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF025
AF025-Bn-Y1-P2	AF025-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF025
AF025-Bn-Y1-P3	AF025-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF025
AF025-Bn-Y1-P4	AF025-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF025
AF026-Bn-Y1-PA	AF026-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF026
AF026-Bn-Y1-PB	AF026-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF026
AF026-Bn-Y1-PC	AF026-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF026
AF026-Bn-Y1-PD	AF026-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF026
AF026-Bn-Y1-P1	AF026-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF026
AF026-Bn-Y1-P2	AF026-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF026
AF026-Bn-Y1-P3	AF026-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF026
AF026-Bn-Y1-P4	AF026-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF026
AF027-Bn-Y1-PA	AF027-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF027
AF027-Bn-Y1-PB	AF027-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF027
AF027-Bn-Y1-PC	AF027-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF027
AF027-Bn-Y1-PD	AF027-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF027
AF027-Bn-Y1-P1	AF027-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF027
AF027-Bn-Y1-P2	AF027-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF027
AF027-Bn-Y1-P3	AF027-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF027
AF027-Bn-Y1-P4	AF027-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF027
AF028-Bn-Y1-PA	AF028-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF028
AF028-Bn-Y1-PB	AF028-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF028
AF028-Bn-Y1-PC	AF028-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF028
AF028-Bn-Y1-PD	AF028-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF028
AF028-Bn-Y1-P1	AF028-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF028
AF028-Bn-Y1-P2	AF028-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF028
AF028-Bn-Y1-P3	AF028-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF028
AF028-Bn-Y1-P4	AF028-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF028
AF029-Bn-Y1-PA	AF029-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF029
AF029-Bn-Y1-PB	AF029-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF029
AF029-Bn-Y1-PC	AF029-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF029
AF029-Bn-Y1-PD	AF029-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF029
AF029-Bn-Y1-P1	AF029-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF029
AF029-Bn-Y1-P2	AF029-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF029
AF029-Bn-Y1-P3	AF029-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF029
AF029-Bn-Y1-P4	AF029-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF029
AF030-Bn-Y1-PA	AF030-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF030
AF030-Bn-Y1-PB	AF030-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF030
AF030-Bn-Y1-PC	AF030-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF030
AF030-Bn-Y1-PD	AF030-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF030
AF030-Bn-Y1-P1	AF030-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF030
AF030-Bn-Y1-P2	AF030-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF030
AF030-Bn-Y1-P3	AF030-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF030
AF030-Bn-Y1-P4	AF030-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF030
AF031-Bn-Y1-PA	AF031-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF031
AF031-Bn-Y1-PB	AF031-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF031
AF031-Bn-Y1-PC	AF031-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF031
AF031-Bn-Y1-PD	AF031-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF031
AF031-Bn-Y1-P1	AF031-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF031
AF031-Bn-Y1-P2	AF031-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF031
AF031-Bn-Y1-P3	AF031-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF031
AF031-Bn-Y1-P4	AF031-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF031
AF032-Bn-Y1-PA	AF032-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF032
AF032-Bn-Y1-PB	AF032-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF032
AF032-Bn-Y1-PC	AF032-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF032
AF032-Bn-Y1-PD	AF032-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF032
AF032-Bn-Y1-P1	AF032-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF032
AF032-Bn-Y1-P2	AF032-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF032
AF032-Bn-Y1-P3	AF032-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF032
AF032-Bn-Y1-P4	AF032-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF032
AF033-Bn-Y1-PA	AF033-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF033
AF033-Bn-Y1-PB	AF033-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF033
AF033-Bn-Y1-PC	AF033-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF033
AF033-Bn-Y1-PD	AF033-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF033
AF033-Bn-Y1-P1	AF033-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF033
AF033-Bn-Y1-P2	AF033-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF033
AF033-Bn-Y1-P3	AF033-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF033
AF033-Bn-Y1-P4	AF033-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF033
AF034-Bn-Y1-PA	AF034-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF034
AF034-Bn-Y1-PB	AF034-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF034
AF034-Bn-Y1-PC	AF034-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF034
AF034-Bn-Y1-PD	AF034-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF034
AF034-Bn-Y1-P1	AF034-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF034
AF034-Bn-Y1-P2	AF034-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF034
AF034-Bn-Y1-P3	AF034-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF034
AF034-Bn-Y1-P4	AF034-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF034
AF035-Bn-Y1-PA	AF035-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF035
AF035-Bn-Y1-PB	AF035-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF035
AF035-Bn-Y1-PC	AF035-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF035
AF035-Bn-Y1-PD	AF035-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF035
AF035-Bn-Y1-P1	AF035-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF035
AF035-Bn-Y1-P2	AF035-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF035
AF035-Bn-Y1-P3	AF035-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF035
AF035-Bn-Y1-P4	AF035-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF035
AF036-Bn-Y1-PA	AF036-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF036
AF036-Bn-Y1-PB	AF036-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF036
AF036-Bn-Y1-PC	AF036-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF036
AF036-Bn-Y1-PD	AF036-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF036
AF036-Bn-Y1-P1	AF036-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF036
AF036-Bn-Y1-P2	AF036-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF036
AF036-Bn-Y1-P3	AF036-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF036
AF036-Bn-Y1-P4	AF036-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF036
AF037-Bn-Y1-PA	AF037-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF037
AF037-Bn-Y1-PB	AF037-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF037
AF037-Bn-Y1-PC	AF037-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF037
AF037-Bn-Y1-PD	AF037-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF037
AF037-Bn-Y1-P1	AF037-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF037
AF037-Bn-Y1-P2	AF037-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF037
AF037-Bn-Y1-P3	AF037-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF037
AF037-Bn-Y1-P4	AF037-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF037
AF038-Bn-Y1-PA	AF038-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF038
AF038-Bn-Y1-PB	AF038-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF038
AF038-Bn-Y1-PC	AF038-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF038
AF038-Bn-Y1-PD	AF038-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF038
AF038-Bn-Y1-P1	AF038-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF038
AF038-Bn-Y1-P2	AF038-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF038
AF038-Bn-Y1-P3	AF038-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF038
AF038-Bn-Y1-P4	AF038-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF038
AF039-Bn-Y1-PA	AF039-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF039
AF039-Bn-Y1-PB	AF039-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF039
AF039-Bn-Y1-PC	AF039-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF039
AF039-Bn-Y1-PD	AF039-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF039
AF039-Bn-Y1-P1	AF039-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF039
AF039-Bn-Y1-P2	AF039-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF039
AF039-Bn-Y1-P3	AF039-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF039
AF039-Bn-Y1-P4	AF039-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF039
AF040-Bn-Y1-PA	AF040-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF040
AF040-Bn-Y1-PB	AF040-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF040
AF040-Bn-Y1-PC	AF040-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF040
AF040-Bn-Y1-PD	AF040-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF040
AF040-Bn-Y1-P1	AF040-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF040
AF040-Bn-Y1-P2	AF040-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF040
AF040-Bn-Y1-P3	AF040-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF040
AF040-Bn-Y1-P4	AF040-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF040
AF041-Bn-Y1-PA	AF041-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF041
AF041-Bn-Y1-PB	AF041-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF041
AF041-Bn-Y1-PC	AF041-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF041
AF041-Bn-Y1-PD	AF041-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF041
AF041-Bn-Y1-P1	AF041-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF041
AF041-Bn-Y1-P2	AF041-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF041
AF041-Bn-Y1-P3	AF041-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF041
AF041-Bn-Y1-P4	AF041-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF041
AF042-Bn-Y1-PA	AF042-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF042
AF042-Bn-Y1-PB	AF042-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF042
AF042-Bn-Y1-PC	AF042-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF042
AF042-Bn-Y1-PD	AF042-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF042
AF042-Bn-Y1-P1	AF042-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF042
AF042-Bn-Y1-P2	AF042-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF042
AF042-Bn-Y1-P3	AF042-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF042
AF042-Bn-Y1-P4	AF042-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF042
AF043-Bn-Y1-PA	AF043-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF043
AF043-Bn-Y1-PB	AF043-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF043
AF043-Bn-Y1-PC	AF043-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF043
AF043-Bn-Y1-PD	AF043-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF043
AF043-Bn-Y1-P1	AF043-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF043
AF043-Bn-Y1-P2	AF043-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF043
AF043-Bn-Y1-P3	AF043-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF043
AF043-Bn-Y1-P4	AF043-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF043
AF044-Bn-Y1-PA	AF044-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF044
AF044-Bn-Y1-PB	AF044-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF044
AF044-Bn-Y1-PC	AF044-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF044
AF044-Bn-Y1-PD	AF044-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF044
AF044-Bn-Y1-P1	AF044-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF044
AF044-Bn-Y1-P2	AF044-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF044
AF044-Bn-Y1-P3	AF044-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF044
AF044-Bn-Y1-P4	AF044-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF044
AF045-Bn-Y1-PA	AF045-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF045
AF045-Bn-Y1-PB	AF045-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF045
AF045-Bn-Y1-PC	AF045-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF045
AF045-Bn-Y1-PD	AF045-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF045
AF045-Bn-Y1-P1	AF045-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF045
AF045-Bn-Y1-P2	AF045-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF045
AF045-Bn-Y1-P3	AF045-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF045
AF045-Bn-Y1-P4	AF045-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF045
AF046-Bn-Y1-PA	AF046-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF046
AF046-Bn-Y1-PB	AF046-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF046
AF046-Bn-Y1-PC	AF046-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF046
AF046-Bn-Y1-PD	AF046-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF046
AF046-Bn-Y1-P1	AF046-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF046
AF046-Bn-Y1-P2	AF046-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF046
AF046-Bn-Y1-P3	AF046-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF046
AF046-Bn-Y1-P4	AF046-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF046
AF047-Bn-Y1-PA	AF047-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF047
AF047-Bn-Y1-PB	AF047-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF047
AF047-Bn-Y1-PC	AF047-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF047
AF047-Bn-Y1-PD	AF047-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF047
AF047-Bn-Y1-P1	AF047-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF047
AF047-Bn-Y1-P2	AF047-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF047
AF047-Bn-Y1-P3	AF047-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF047
AF047-Bn-Y1-P4	AF047-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF047
AF048-Bn-Y1-PA	AF048-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF048
AF048-Bn-Y1-PB	AF048-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF048
AF048-Bn-Y1-PC	AF048-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF048
AF048-Bn-Y1-PD	AF048-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF048
AF048-Bn-Y1-P1	AF048-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF048
AF048-Bn-Y1-P2	AF048-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF048
AF048-Bn-Y1-P3	AF048-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF048
AF048-Bn-Y1-P4	AF048-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF048
AF100-Bn-Y2-PA	AF100-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF100
AF100-Bn-Y2-PB	AF100-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF100
AF100-Bn-Y2-PC	AF100-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF100
AF100-Bn-Y2-PD	AF100-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF100
AF100-Bn-Y2-P1	AF100-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF100
AF100-Bn-Y2-P2	AF100-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF100
AF100-Bn-Y2-P3	AF100-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF100
AF100-Bn-Y2-P4	AF100-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF100
AF101-Bn-Y2-PA	AF101-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF101
AF101-Bn-Y2-PB	AF101-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF101
AF101-Bn-Y2-PC	AF101-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF101
AF101-Bn-Y2-PD	AF101-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF101
AF101-Bn-Y2-P1	AF101-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF101
AF101-Bn-Y2-P2	AF101-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF101
AF101-Bn-Y2-P3	AF101-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF101
AF101-Bn-Y2-P4	AF101-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF101
AF102-Bn-Y2-PA	AF102-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF102
AF102-Bn-Y2-PB	AF102-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF102
AF102-Bn-Y2-PC	AF102-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF102
AF102-Bn-Y2-PD	AF102-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF102
AF102-Bn-Y2-P1	AF102-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF102
AF102-Bn-Y2-P2	AF102-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF102
AF102-Bn-Y2-P3	AF102-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF102
AF102-Bn-Y2-P4	AF102-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF102
AF103-Bn-Y2-PA	AF103-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF103
AF103-Bn-Y2-PB	AF103-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF103
AF103-Bn-Y2-PC	AF103-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF103
AF103-Bn-Y2-PD	AF103-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF103
AF103-Bn-Y2-P1	AF103-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF103
AF103-Bn-Y2-P2	AF103-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF103
AF103-Bn-Y2-P3	AF103-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF103
AF103-Bn-Y2-P4	AF103-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF103
AF104-Bn-Y2-PA	AF104-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF104
AF104-Bn-Y2-PB	AF104-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF104
AF104-Bn-Y2-PC	AF104-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF104
